CountryName,CountryCode,Date,Cases,Difference,people_vaccinated
Sweden,SWE,2021.4.5,813191,0,1294986
Sweden,SWE,2021.4.6,834993,21802,1294986
Sweden,SWE,2021.4.7,841807,6814,1294986
Sweden,SWE,2021.4.8,849629,7822,1294986
Sweden,SWE,2021.4.9,857401,7772,1294986
Sweden,SWE,2021.4.10,857401,0,1294986
Sweden,SWE,2021.4.11,857401,0,1294986
Sweden,SWE,2021.4.12,857401,0,1294986
Sweden,SWE,2021.4.13,876506,19105,1294986
Sweden,SWE,2021.4.14,885385,8879,1294986
Sweden,SWE,2021.4.15,892480,7095,1294986
Sweden,SWE,2021.4.16,900138,7658,1667542
Sweden,SWE,2021.4.17,900138,0,1667542
Sweden,SWE,2021.4.18,900138,0,1667542
Sweden,SWE,2021.4.19,900138,0,1667542
Sweden,SWE,2021.4.20,900138,0,1895912
Estonia,EST,2021.1.28,42656,690,25415
Estonia,EST,2021.1.29,43343,687,26412
Estonia,EST,2021.1.30,43747,404,27633
Estonia,EST,2021.1.31,44208,461,27900
Estonia,EST,2021.2.1,44575,367,28186
Estonia,EST,2021.2.2,44978,403,28907
Estonia,EST,2021.2.3,45663,685,30158
Estonia,EST,2021.2.4,46334,671,31864
Estonia,EST,2021.2.5,46925,591,33927
Estonia,EST,2021.2.6,47512,587,35492
Estonia,EST,2021.2.7,47928,416,35905
Estonia,EST,2021.2.8,48267,339,35917
Estonia,EST,2021.2.9,48809,542,35917
Estonia,EST,2021.2.10,49605,796,39147
Estonia,EST,2021.2.11,50280,675,41731
Estonia,EST,2021.2.12,50993,713,44486
Estonia,EST,2021.2.13,51749,756,46020
Estonia,EST,2021.2.14,52416,667,46152
Estonia,EST,2021.2.15,52827,411,46154
Estonia,EST,2021.2.16,53444,617,46740
Estonia,EST,2021.2.17,54300,856,48573
Estonia,EST,2021.2.18,55295,995,52263
Estonia,EST,2021.2.19,56246,951,57543
Estonia,EST,2021.2.20,57033,787,61316
Estonia,EST,2021.2.21,57616,583,61904
Estonia,EST,2021.2.22,58445,829,62415
Estonia,EST,2021.2.23,59407,962,64508
Estonia,EST,2021.2.24,60475,1068,68297
Estonia,EST,2021.2.25,61627,1152,68629
Estonia,EST,2021.2.26,62830,1203,68629
Estonia,EST,2021.2.27,64399,1569,77536
Estonia,EST,2021.2.28,65600,1201,77536
Estonia,EST,2021.3.1,66628,1028,78759
Estonia,EST,2021.3.2,67739,1111,81209
Estonia,EST,2021.3.3,69193,1454,81209
Estonia,EST,2021.3.4,70610,1417,87086
Estonia,EST,2021.3.5,72144,1534,92270
Estonia,EST,2021.3.6,73684,1540,92270
Estonia,EST,2021.3.7,75003,1319,101452
Estonia,EST,2021.3.8,76183,1180,101452
Estonia,EST,2021.3.9,77491,1308,105845
Estonia,EST,2021.3.10,78973,1482,109865
Estonia,EST,2021.3.11,80929,1956,113898
Estonia,EST,2021.3.12,82286,1357,113898
Estonia,EST,2021.3.13,83872,1586,127829
Estonia,EST,2021.3.14,84807,935,133263
Estonia,EST,2021.3.15,86086,1279,138543
Estonia,EST,2021.3.16,87548,1462,141912
Estonia,EST,2021.3.17,89331,1783,145665
Estonia,EST,2021.3.18,91031,1700,150844
Estonia,EST,2021.3.19,92780,1749,157489
Estonia,EST,2021.3.20,94028,1248,163936
Estonia,EST,2021.3.21,95401,1373,166163
Estonia,EST,2021.3.22,96394,993,167488
Estonia,EST,2021.3.23,97456,1062,169435
Estonia,EST,2021.3.24,99008,1552,172183
Estonia,EST,2021.3.25,100437,1429,177457
Estonia,EST,2021.3.26,101587,1150,177457
Estonia,EST,2021.3.27,102738,1151,191723
Estonia,EST,2021.3.28,103630,892,193870
Estonia,EST,2021.3.29,104214,584,194358
Estonia,EST,2021.3.30,105416,1202,194358
Estonia,EST,2021.3.31,106424,1008,198905
Estonia,EST,2021.4.1,107253,829,203365
Estonia,EST,2021.4.2,108418,1165,211367
Estonia,EST,2021.4.3,108937,519,214921
Estonia,EST,2021.4.4,109399,462,223153
Estonia,EST,2021.4.5,109781,382,227246
Estonia,EST,2021.4.6,110680,899,229241
Estonia,EST,2021.4.7,111664,984,231710
Estonia,EST,2021.4.8,112421,757,236598
Estonia,EST,2021.4.9,113098,677,236598
Estonia,EST,2021.4.10,113736,638,257837
Estonia,EST,2021.4.11,114174,438,259061
Estonia,EST,2021.4.12,114443,269,259061
Estonia,EST,2021.4.13,115080,637,260797
Estonia,EST,2021.4.14,115629,549,263081
Estonia,EST,2021.4.15,116200,571,263081
Estonia,EST,2021.4.16,116678,478,277745
Estonia,EST,2021.4.17,117011,333,285973
Estonia,EST,2021.4.18,117554,543,287298
Estonia,EST,2021.4.19,117554,0,287298
Estonia,EST,2021.4.20,117554,0,289508
Lithuania,LTU,2020.12.27,131601,1687,2421
Lithuania,LTU,2020.12.28,133395,1794,5209
Lithuania,LTU,2020.12.29,135503,2108,8182
Lithuania,LTU,2020.12.30,139487,3984,9714
Lithuania,LTU,2020.12.31,141955,2468,9739
Lithuania,LTU,2021.1.1,145430,3475,9739
Lithuania,LTU,2021.1.2,146937,1507,9739
Lithuania,LTU,2021.1.3,148202,1265,9739
Lithuania,LTU,2021.1.4,149579,1377,9741
Lithuania,LTU,2021.1.5,151220,1641,10364
Lithuania,LTU,2021.1.6,154007,2787,13864
Lithuania,LTU,2021.1.7,156416,2409,18034
Lithuania,LTU,2021.1.8,158474,2058,23212
Lithuania,LTU,2021.1.9,160238,1764,23516
Lithuania,LTU,2021.1.10,161741,1503,23519
Lithuania,LTU,2021.1.11,162515,774,25725
Lithuania,LTU,2021.1.12,163527,1012,27813
Lithuania,LTU,2021.1.13,165291,1764,34066
Lithuania,LTU,2021.1.14,166736,1445,42708
Lithuania,LTU,2021.1.15,167960,1224,49996
Lithuania,LTU,2021.1.16,169194,1234,51101
Lithuania,LTU,2021.1.17,170036,842,51143
Lithuania,LTU,2021.1.18,170513,477,53993
Lithuania,LTU,2021.1.19,171380,867,56364
Lithuania,LTU,2021.1.20,172612,1232,58002
Lithuania,LTU,2021.1.21,173889,1277,58913
Lithuania,LTU,2021.1.22,174922,1033,59236
Lithuania,LTU,2021.1.23,175929,1007,59244
Lithuania,LTU,2021.1.24,176702,773,59244
Lithuania,LTU,2021.1.25,177243,541,59346
Lithuania,LTU,2021.1.26,177934,691,61835
Lithuania,LTU,2021.1.27,179217,1283,65678
Lithuania,LTU,2021.1.28,180160,943,69067
Lithuania,LTU,2021.1.29,181019,859,72063
Lithuania,LTU,2021.1.30,181740,721,72259
Lithuania,LTU,2021.1.31,182543,803,72267
Lithuania,LTU,2021.2.1,182898,355,73319
Lithuania,LTU,2021.2.2,183444,546,74978
Lithuania,LTU,2021.2.3,184208,764,76604
Lithuania,LTU,2021.2.4,184948,740,78128
Lithuania,LTU,2021.2.5,185601,653,79069
Lithuania,LTU,2021.2.6,186278,677,79138
Lithuania,LTU,2021.2.7,186770,492,79140
Lithuania,LTU,2021.2.8,187039,269,79360
Lithuania,LTU,2021.2.9,187421,382,80435
Lithuania,LTU,2021.2.10,187991,570,84954
Lithuania,LTU,2021.2.11,189058,1067,92713
Lithuania,LTU,2021.2.12,189665,607,99017
Lithuania,LTU,2021.2.13,190241,576,99463
Lithuania,LTU,2021.2.14,190724,483,99463
Lithuania,LTU,2021.2.15,190937,213,103416
Lithuania,LTU,2021.2.16,191264,327,103728
Lithuania,LTU,2021.2.17,191821,557,108082
Lithuania,LTU,2021.2.18,192193,372,114584
Lithuania,LTU,2021.2.19,192986,793,121734
Lithuania,LTU,2021.2.20,193562,576,122681
Lithuania,LTU,2021.2.21,194051,489,122681
Lithuania,LTU,2021.2.22,194333,282,126579
Lithuania,LTU,2021.2.23,194833,500,134129
Lithuania,LTU,2021.2.24,195481,648,144910
Lithuania,LTU,2021.2.25,196049,568,155826
Lithuania,LTU,2021.2.26,196690,641,164783
Lithuania,LTU,2021.2.27,197343,653,165451
Lithuania,LTU,2021.2.28,199145,1802,165876
Lithuania,LTU,2021.3.1,199398,253,173287
Lithuania,LTU,2021.3.2,199825,427,182020
Lithuania,LTU,2021.3.3,200351,526,191777
Lithuania,LTU,2021.3.4,200898,547,202028
Lithuania,LTU,2021.3.5,201335,437,211371
Lithuania,LTU,2021.3.6,201799,464,211854
Lithuania,LTU,2021.3.7,202214,415,211854
Lithuania,LTU,2021.3.8,202430,216,219789
Lithuania,LTU,2021.3.9,202900,470,230312
Lithuania,LTU,2021.3.10,203386,486,243384
Lithuania,LTU,2021.3.11,203992,606,243841
Lithuania,LTU,2021.3.12,204356,364,254474
Lithuania,LTU,2021.3.13,204954,598,255507
Lithuania,LTU,2021.3.14,205385,431,255531
Lithuania,LTU,2021.3.15,205644,259,262450
Lithuania,LTU,2021.3.16,206290,646,267997
Lithuania,LTU,2021.3.17,206889,599,270657
Lithuania,LTU,2021.3.18,207469,580,273427
Lithuania,LTU,2021.3.19,208048,579,276576
Lithuania,LTU,2021.3.20,208650,602,277059
Lithuania,LTU,2021.3.21,209011,361,277071
Lithuania,LTU,2021.3.22,209340,329,283919
Lithuania,LTU,2021.3.23,210202,862,291089
Lithuania,LTU,2021.3.24,211011,809,303200
Lithuania,LTU,2021.3.25,211804,793,313254
Lithuania,LTU,2021.3.26,212676,872,323028
Lithuania,LTU,2021.3.27,213447,771,326061
Lithuania,LTU,2021.3.28,213941,494,326161
Lithuania,LTU,2021.3.29,214365,424,331974
Lithuania,LTU,2021.3.30,215216,851,338648
Lithuania,LTU,2021.3.31,216119,903,352010
Lithuania,LTU,2021.4.1,217005,886,367518
Lithuania,LTU,2021.4.2,217865,860,380372
Lithuania,LTU,2021.4.3,218878,1013,388430
Lithuania,LTU,2021.4.4,219607,729,390837
Lithuania,LTU,2021.4.5,220212,605,394504
Lithuania,LTU,2021.4.6,220900,688,406205
Lithuania,LTU,2021.4.7,222020,1120,417850
Lithuania,LTU,2021.4.8,223127,1107,439618
Lithuania,LTU,2021.4.9,224309,1182,469412
Lithuania,LTU,2021.4.10,225308,999,484810
Lithuania,LTU,2021.4.11,226173,865,486483
Lithuania,LTU,2021.4.12,226783,610,494736
Lithuania,LTU,2021.4.13,227889,1106,510563
Lithuania,LTU,2021.4.14,229260,1371,530519
Lithuania,LTU,2021.4.15,230462,1202,548505
Lithuania,LTU,2021.4.16,231601,1139,564083
Lithuania,LTU,2021.4.17,232829,1228,566348
Lithuania,LTU,2021.4.18,233631,802,566431
Lithuania,LTU,2021.4.19,233631,0,571281
Lithuania,LTU,2021.4.20,233631,0,581968
Panama,PAN,2021.2.18,334463,708,27191
Panama,PAN,2021.2.19,335339,876,27191
Panama,PAN,2021.2.20,336037,698,27191
Panama,PAN,2021.2.21,336521,484,27191
Panama,PAN,2021.2.22,337087,566,27191
Panama,PAN,2021.2.23,337805,718,27191
Panama,PAN,2021.2.24,338701,896,27191
Panama,PAN,2021.2.25,339383,682,27191
Panama,PAN,2021.2.26,339781,398,27191
Panama,PAN,2021.2.27,340445,664,27191
Panama,PAN,2021.2.28,340915,470,27191
Panama,PAN,2021.3.1,341420,505,27191
Panama,PAN,2021.3.2,342019,599,27191
Panama,PAN,2021.3.3,342741,722,27191
Panama,PAN,2021.3.4,343281,540,27191
Panama,PAN,2021.3.5,343743,462,27191
Panama,PAN,2021.3.6,344477,734,27191
Panama,PAN,2021.3.7,344834,357,27191
Panama,PAN,2021.3.8,345236,402,27191
Panama,PAN,2021.3.9,345759,523,27191
Panama,PAN,2021.3.10,346301,542,27191
Panama,PAN,2021.3.11,346775,474,27191
Panama,PAN,2021.3.12,347226,451,27191
Panama,PAN,2021.3.13,347641,415,27191
Panama,PAN,2021.3.14,347919,278,27191
Panama,PAN,2021.3.15,348155,236,27191
Panama,PAN,2021.3.16,348580,425,27191
Panama,PAN,2021.3.17,349020,440,27191
Panama,PAN,2021.3.18,349505,485,27191
Panama,PAN,2021.3.19,350220,715,27191
Panama,PAN,2021.3.20,350665,445,27191
Panama,PAN,2021.3.21,350991,326,27191
Panama,PAN,2021.3.22,351213,222,27191
Panama,PAN,2021.3.23,351667,454,27191
Panama,PAN,2021.3.24,352082,415,27191
Panama,PAN,2021.3.25,352579,497,27191
Panama,PAN,2021.3.26,353017,438,27191
Panama,PAN,2021.3.27,353497,480,27191
Panama,PAN,2021.3.28,353839,342,27191
Panama,PAN,2021.3.29,354085,246,27191
Panama,PAN,2021.3.30,354604,519,247539
Panama,PAN,2021.3.31,355051,447,247539
Panama,PAN,2021.4.1,355499,448,247539
Panama,PAN,2021.4.2,355850,351,247539
Panama,PAN,2021.4.3,356073,223,247539
Panama,PAN,2021.4.4,356377,304,247539
Panama,PAN,2021.4.5,356556,179,247539
Panama,PAN,2021.4.6,356913,357,251518
Panama,PAN,2021.4.7,357277,364,251518
Panama,PAN,2021.4.8,357704,427,251518
Panama,PAN,2021.4.9,358098,394,251518
Panama,PAN,2021.4.10,358377,279,251518
Panama,PAN,2021.4.11,358611,234,251518
Panama,PAN,2021.4.12,358792,181,251518
Panama,PAN,2021.4.13,359121,329,350766
Panama,PAN,2021.4.14,359516,395,354009
Panama,PAN,2021.4.15,359830,314,375832
Panama,PAN,2021.4.16,360249,419,382476
Panama,PAN,2021.4.17,360597,348,382476
Panama,PAN,2021.4.18,360841,244,382476
Panama,PAN,2021.4.19,360841,0,383015
Panama,PAN,2021.4.20,360841,0,383958
Netherlands,NLD,2021.1.17,912554,5598,77000
Netherlands,NLD,2021.1.18,917308,4754,77000
Netherlands,NLD,2021.1.19,921580,4272,77000
Netherlands,NLD,2021.1.20,927110,5530,77000
Netherlands,NLD,2021.1.21,932884,5774,77000
Netherlands,NLD,2021.1.22,938628,5744,77000
Netherlands,NLD,2021.1.23,944042,5414,77000
Netherlands,NLD,2021.1.24,948933,4891,146612
Netherlands,NLD,2021.1.25,952950,4017,146612
Netherlands,NLD,2021.1.26,956867,3917,146612
Netherlands,NLD,2021.1.27,961593,4726,146612
Netherlands,NLD,2021.1.28,966252,4659,146612
Netherlands,NLD,2021.1.29,970602,4350,146612
Netherlands,NLD,2021.1.30,974775,4173,146612
Netherlands,NLD,2021.1.31,978475,3700,327834
Netherlands,NLD,2021.2.1,981663,3188,327834
Netherlands,NLD,2021.2.2,985224,3561,327834
Netherlands,NLD,2021.2.3,989237,4013,327834
Netherlands,NLD,2021.2.4,993430,4193,327834
Netherlands,NLD,2021.2.5,997751,4321,327834
Netherlands,NLD,2021.2.6,1001826,4075,327834
Netherlands,NLD,2021.2.7,1005760,3934,504736
Netherlands,NLD,2021.2.8,1007981,2221,504736
Netherlands,NLD,2021.2.9,1009725,1744,504736
Netherlands,NLD,2021.2.10,1012908,3183,504736
Netherlands,NLD,2021.2.11,1017302,4394,504736
Netherlands,NLD,2021.2.12,1021643,4341,504736
Netherlands,NLD,2021.2.13,1025837,4194,504736
Netherlands,NLD,2021.2.14,1029284,3447,628993
Netherlands,NLD,2021.2.15,1032094,2810,628993
Netherlands,NLD,2021.2.16,1034795,2701,628993
Netherlands,NLD,2021.2.17,1038156,3361,628993
Netherlands,NLD,2021.2.18,1042674,4518,628993
Netherlands,NLD,2021.2.19,1047400,4726,628993
Netherlands,NLD,2021.2.20,1051965,4565,628993
Netherlands,NLD,2021.2.21,1056639,4674,795326
Netherlands,NLD,2021.2.22,1060801,4162,795326
Netherlands,NLD,2021.2.23,1064598,3797,795326
Netherlands,NLD,2021.2.24,1068960,4362,795326
Netherlands,NLD,2021.2.25,1073971,5011,795326
Netherlands,NLD,2021.2.26,1079084,5113,795326
Netherlands,NLD,2021.2.27,1084021,4937,795326
Netherlands,NLD,2021.2.28,1088690,4669,1004757
Netherlands,NLD,2021.3.1,1092452,3762,1004757
Netherlands,NLD,2021.3.2,1096433,3981,1004757
Netherlands,NLD,2021.3.3,1101430,4997,1004757
Netherlands,NLD,2021.3.4,1105544,4114,1004757
Netherlands,NLD,2021.3.5,1110213,4669,1004757
Netherlands,NLD,2021.3.6,1115549,5336,1004757
Netherlands,NLD,2021.3.7,1120075,4526,1207904
Netherlands,NLD,2021.3.8,1123909,3834,1207904
Netherlands,NLD,2021.3.9,1128202,4293,1207904
Netherlands,NLD,2021.3.10,1133474,5272,1207904
Netherlands,NLD,2021.3.11,1138796,5322,1207904
Netherlands,NLD,2021.3.12,1144822,6026,1207904
Netherlands,NLD,2021.3.13,1151218,6396,1207904
Netherlands,NLD,2021.3.14,1157192,5974,1394603
Netherlands,NLD,2021.3.15,1162661,5469,1394603
Netherlands,NLD,2021.3.16,1167563,4902,1394603
Netherlands,NLD,2021.3.17,1173487,5924,1394603
Netherlands,NLD,2021.3.18,1179612,6125,1394603
Netherlands,NLD,2021.3.19,1186987,7375,1394603
Netherlands,NLD,2021.3.20,1194580,7593,1394603
Netherlands,NLD,2021.3.21,1201545,6965,1492489
Netherlands,NLD,2021.3.22,1207806,6261,1492489
Netherlands,NLD,2021.3.23,1213366,5560,1492489
Netherlands,NLD,2021.3.24,1220945,7579,1492489
Netherlands,NLD,2021.3.25,1228647,7702,1492489
Netherlands,NLD,2021.3.26,1236209,7562,1492489
Netherlands,NLD,2021.3.27,1245007,8798,1492489
Netherlands,NLD,2021.3.28,1252437,7430,1688490
Netherlands,NLD,2021.3.29,1259155,6718,1688490
Netherlands,NLD,2021.3.30,1264983,5828,1688490
Netherlands,NLD,2021.3.31,1272616,7633,1688490
Netherlands,NLD,2021.4.1,1280443,7827,1688490
Netherlands,NLD,2021.4.2,1287696,7253,1688490
Netherlands,NLD,2021.4.3,1295324,7628,1688490
Netherlands,NLD,2021.4.4,1302146,6822,2057562
Netherlands,NLD,2021.4.5,1307466,5320,2057562
Netherlands,NLD,2021.4.6,1313007,5541,2057562
Netherlands,NLD,2021.4.7,1319353,6346,2057562
Netherlands,NLD,2021.4.8,1327136,7783,2057562
Netherlands,NLD,2021.4.9,1334771,7635,2057562
Netherlands,NLD,2021.4.10,1342447,7676,2057562
Netherlands,NLD,2021.4.11,1350665,8218,2957777
Netherlands,NLD,2021.4.12,1357340,6675,2957777
Netherlands,NLD,2021.4.13,1364025,6685,2957777
Netherlands,NLD,2021.4.14,1369411,5386,2957777
Netherlands,NLD,2021.4.15,1378145,8734,2957777
Netherlands,NLD,2021.4.16,1387043,8898,2957777
Netherlands,NLD,2021.4.17,1395328,8285,2957777
Netherlands,NLD,2021.4.18,1403833,8505,3635235
Netherlands,NLD,2021.4.19,1403833,0,3635235
Netherlands,NLD,2021.4.20,1403833,0,3635235
Indonesia,IDN,2021.1.22,965283,13632,132000
Indonesia,IDN,2021.1.23,977474,12191,132000
Indonesia,IDN,2021.1.24,989262,11788,149242
Indonesia,IDN,2021.1.25,999256,9994,161959
Indonesia,IDN,2021.1.26,1012350,13094,245685
Indonesia,IDN,2021.1.27,1024298,11948,308003
Indonesia,IDN,2021.1.28,1037993,13695,368318
Indonesia,IDN,2021.1.29,1051795,13802,405012
Indonesia,IDN,2021.1.30,1066313,14518,482145
Indonesia,IDN,2021.1.31,1078314,12001,493133
Indonesia,IDN,2021.2.1,1089308,10994,539532
Indonesia,IDN,2021.2.2,1099687,10379,596260
Indonesia,IDN,2021.2.3,1111671,11984,646026
Indonesia,IDN,2021.2.4,1123105,11434,700266
Indonesia,IDN,2021.2.5,1134854,11749,744884
Indonesia,IDN,2021.2.6,1147010,12156,777096
Indonesia,IDN,2021.2.7,1157837,10827,784318
Indonesia,IDN,2021.2.8,1166079,8242,814585
Indonesia,IDN,2021.2.9,1174779,8700,845407
Indonesia,IDN,2021.2.10,1183555,8776,969546
Indonesia,IDN,2021.2.11,1191990,8435,1017186
Indonesia,IDN,2021.2.12,1201859,9869,1017186
Indonesia,IDN,2021.2.13,1210703,8844,1060326
Indonesia,IDN,2021.2.14,1217468,6765,1068747
Indonesia,IDN,2021.2.15,1223930,6462,1096095
Indonesia,IDN,2021.2.16,1233959,10029,1120963
Indonesia,IDN,2021.2.17,1243646,9687,1149939
Indonesia,IDN,2021.2.18,1252685,9039,1164144
Indonesia,IDN,2021.2.19,1263299,10614,1164144
Indonesia,IDN,2021.2.20,1271353,8054,1224091
Indonesia,IDN,2021.2.21,1278653,7300,1224091
Indonesia,IDN,2021.2.22,1288833,10180,1224091
Indonesia,IDN,2021.2.23,1298608,9775,1269905
Indonesia,IDN,2021.2.24,1306141,7533,1363138
Indonesia,IDN,2021.2.25,1314634,8493,1461920
Indonesia,IDN,2021.2.26,1322866,8232,1583581
Indonesia,IDN,2021.2.27,1329074,6208,1616165
Indonesia,IDN,2021.2.28,1334634,5560,1691724
Indonesia,IDN,2021.3.1,1341314,6680,1691724
Indonesia,IDN,2021.3.2,1347026,5712,1968057
Indonesia,IDN,2021.3.3,1353834,6808,2286123
Indonesia,IDN,2021.3.4,1361098,7264,2286123
Indonesia,IDN,2021.3.5,1368069,6971,2413615
Indonesia,IDN,2021.3.6,1373836,5767,2413615
Indonesia,IDN,2021.3.7,1379662,5826,2888757
Indonesia,IDN,2021.3.8,1386556,6894,2888757
Indonesia,IDN,2021.3.9,1392945,6389,2888757
Indonesia,IDN,2021.3.10,1398578,5633,3574698
Indonesia,IDN,2021.3.11,1403722,5144,3696059
Indonesia,IDN,2021.3.12,1410134,6412,3769174
Indonesia,IDN,2021.3.13,1414741,4607,3985596
Indonesia,IDN,2021.3.14,1419455,4714,4020124
Indonesia,IDN,2021.3.15,1425044,5589,4166862
Indonesia,IDN,2021.3.16,1430458,5414,4468951
Indonesia,IDN,2021.3.17,1437283,6825,4705248
Indonesia,IDN,2021.3.18,1443853,6570,4838752
Indonesia,IDN,2021.3.19,1450132,6279,5124948
Indonesia,IDN,2021.3.20,1455788,5656,5533379
Indonesia,IDN,2021.3.21,1460184,4396,5567280
Indonesia,IDN,2021.3.22,1465928,5744,5732210
Indonesia,IDN,2021.3.23,1471225,5297,6389837
Indonesia,IDN,2021.3.24,1476452,5227,6389837
Indonesia,IDN,2021.3.25,1482559,6107,6730456
Indonesia,IDN,2021.3.26,1487541,4982,7179014
Indonesia,IDN,2021.3.27,1492002,4461,7190663
Indonesia,IDN,2021.3.28,1496085,4083,7435851
Indonesia,IDN,2021.3.29,1501093,5008,7435851
Indonesia,IDN,2021.3.30,1505775,4682,7435851
Indonesia,IDN,2021.3.31,1511712,5937,8010163
Indonesia,IDN,2021.4.1,1517854,6142,8371577
Indonesia,IDN,2021.4.2,1523179,5325,8424729
Indonesia,IDN,2021.4.3,1527524,4345,8424729
Indonesia,IDN,2021.4.4,1534255,6731,8634321
Indonesia,IDN,2021.4.5,1537967,3712,8634321
Indonesia,IDN,2021.4.6,1542516,4549,9021106
Indonesia,IDN,2021.4.7,1547376,4860,9021106
Indonesia,IDN,2021.4.8,1552880,5504,9374089
Indonesia,IDN,2021.4.9,1558145,5265,9374089
Indonesia,IDN,2021.4.10,1562868,4723,10002901
Indonesia,IDN,2021.4.11,1566995,4127,10002901
Indonesia,IDN,2021.4.12,1571824,4829,10280073
Indonesia,IDN,2021.4.13,1577526,5702,10377734
Indonesia,IDN,2021.4.14,1583182,5656,10457337
Indonesia,IDN,2021.4.15,1589359,6177,10781266
Indonesia,IDN,2021.4.16,1594722,5363,10781266
Indonesia,IDN,2021.4.17,1599763,5041,10801563
Indonesia,IDN,2021.4.18,1604348,4585,10801563
Indonesia,IDN,2021.4.19,1604348,0,10972343
Indonesia,IDN,2021.4.20,1604348,0,11116253
Chile,CHL,2020.12.24,594152,3238,420
Chile,CHL,2020.12.25,595831,1679,5198
Chile,CHL,2020.12.26,598394,2563,8338
Chile,CHL,2020.12.27,600105,1711,8649
Chile,CHL,2020.12.28,602028,1923,8649
Chile,CHL,2020.12.29,603986,1958,8649
Chile,CHL,2020.12.30,606950,2964,8649
Chile,CHL,2020.12.31,608973,2023,8649
Chile,CHL,2021.1.1,612564,3591,8649
Chile,CHL,2021.1.2,615902,3338,8649
Chile,CHL,2021.1.3,618191,2289,8649
Chile,CHL,2021.1.4,620641,2450,9054
Chile,CHL,2021.1.5,623101,2460,10497
Chile,CHL,2021.1.6,625483,2382,10702
Chile,CHL,2021.1.7,629176,3693,10702
Chile,CHL,2021.1.8,633381,4205,10702
Chile,CHL,2021.1.9,637742,4361,10702
Chile,CHL,2021.1.10,641923,4181,10702
Chile,CHL,2021.1.11,645892,3969,10702
Chile,CHL,2021.1.12,649135,3243,10702
Chile,CHL,2021.1.13,652525,3390,10703
Chile,CHL,2021.1.14,656712,4187,12821
Chile,CHL,2021.1.15,661180,4468,13778
Chile,CHL,2021.1.16,665493,4313,13801
Chile,CHL,2021.1.17,669832,4339,13801
Chile,CHL,2021.1.18,673750,3918,24847
Chile,CHL,2021.1.19,677151,3401,44202
Chile,CHL,2021.1.20,680740,3589,53511
Chile,CHL,2021.1.21,685107,4367,56572
Chile,CHL,2021.1.22,690066,4959,56984
Chile,CHL,2021.1.23,694647,4581,56984
Chile,CHL,2021.1.24,699110,4463,56984
Chile,CHL,2021.1.25,703178,4068,57001
Chile,CHL,2021.1.26,706500,3322,57022
Chile,CHL,2021.1.27,709888,3388,57023
Chile,CHL,2021.1.28,714143,4255,57023
Chile,CHL,2021.1.29,718749,4606,57023
Chile,CHL,2021.1.30,722900,4151,57024
Chile,CHL,2021.1.31,727109,4209,57024
Chile,CHL,2021.2.1,730888,3779,57024
Chile,CHL,2021.2.2,734035,3147,70206
Chile,CHL,2021.2.3,736645,2610,240576
Chile,CHL,2021.2.4,740237,3592,414600
Chile,CHL,2021.2.5,744019,3782,583275
Chile,CHL,2021.2.6,748082,4063,611125
Chile,CHL,2021.2.7,751886,3804,619761
Chile,CHL,2021.2.8,755350,3464,841221
Chile,CHL,2021.2.9,758189,2839,1083675
Chile,CHL,2021.2.10,760576,2387,1356183
Chile,CHL,2021.2.11,764307,3731,1607409
Chile,CHL,2021.2.12,768471,4164,1836636
Chile,CHL,2021.2.13,772396,3925,1866142
Chile,CHL,2021.2.14,776209,3813,1870608
Chile,CHL,2021.2.15,779541,3332,2136442
Chile,CHL,2021.2.16,782039,2498,2356415
Chile,CHL,2021.2.17,784314,2275,2544457
Chile,CHL,2021.2.18,788142,3828,2699702
Chile,CHL,2021.2.19,791939,3797,2841814
Chile,CHL,2021.2.20,795845,3906,2851453
Chile,CHL,2021.2.21,799460,3615,2852617
Chile,CHL,2021.2.22,803009,3549,2960722
Chile,CHL,2021.2.23,805317,2308,3054933
Chile,CHL,2021.2.24,807872,2555,3141022
Chile,CHL,2021.2.25,812344,4472,3226948
Chile,CHL,2021.2.26,816929,4585,3305059
Chile,CHL,2021.2.27,821418,4489,3315098
Chile,CHL,2021.2.28,824625,3207,3315453
Chile,CHL,2021.3.1,829770,5145,3452589
Chile,CHL,2021.3.2,832512,2742,3611534
Chile,CHL,2021.3.3,835552,3040,3769364
Chile,CHL,2021.3.4,840119,4567,3914080
Chile,CHL,2021.3.5,845450,5331,4050293
Chile,CHL,2021.3.6,850483,5033,4059936
Chile,CHL,2021.3.7,855785,5302,4061001
Chile,CHL,2021.3.8,860533,4748,4197576
Chile,CHL,2021.3.9,864064,3531,4336622
Chile,CHL,2021.3.10,867949,3885,4472431
Chile,CHL,2021.3.11,873512,5563,4643879
Chile,CHL,2021.3.12,879485,5973,4795099
Chile,CHL,2021.3.13,885379,5894,4819397
Chile,CHL,2021.3.14,891110,5731,4822144
Chile,CHL,2021.3.15,896231,5121,4979889
Chile,CHL,2021.3.16,900782,4551,5146439
Chile,CHL,2021.3.17,904212,3430,5297689
Chile,CHL,2021.3.18,911469,7257,5446496
Chile,CHL,2021.3.19,918053,6584,5586361
Chile,CHL,2021.3.20,925089,7036,5609545
Chile,CHL,2021.3.21,931939,6850,5612400
Chile,CHL,2021.3.22,938094,6155,5759080
Chile,CHL,2021.3.23,942958,4864,5909312
Chile,CHL,2021.3.24,947783,4825,6063558
